device_id,date,time,temperature,RH,PM2.5,lat,lon
B827EB8E7DC3,2024-05-01,10:43:07,30.5,65.1,0.0,0.0,0.0
B827EB8E7DC3,2024-05-01,10:48:08,30.56,65.03,0.0,0.0,0.0
B827EB8E7DC3,2024-05-01,10:53:09,30.59,64.91,0.0,0.0,0.0
B827EB8E7DC3,2024-05-01,10:58:10,30.67,64.71,0.0,0.0,0.0
B827EB8E7DC3,2024-05-01,11:03:10,30.69,64.83,0.0,0.0,0.0
B827EB8E7DC3,2024-05-01,11:08:11,30.66,64.64,0.0,0.0,0.0
B827EB8E7DC3,2024-05-01,11:13:12,30.69,64.62,0.0,0.0,0.0
B827EB8E7DC3,2024-05-01,11:18:13,30.66,64.74,0.0,0.0,0.0
B827EB8E7DC3,2024-05-01,11:23:13,30.7,64.72,0.0,0.0,0.0
B827EB8E7DC3,2024-05-01,11:28:14,30.66,64.64,0.0,0.0,0.0
B827EB8E7DC3,2024-05-01,11:33:15,30.63,64.84,0.0,0.0,0.0
B827EB8E7DC3,2024-05-01,11:38:15,30.64,64.81,0.0,0.0,0.0
B827EB8E7DC3,2024-05-01,11:43:16,30.61,65.02,0.0,0.0,0.0
B827EB8E7DC3,2024-05-01,11:48:17,30.64,65.0,0.0,0.0,0.0
B827EB8E7DC3,2024-05-01,11:53:18,30.61,64.89,0.0,0.0,0.0
B827EB8E7DC3,2024-05-01,11:58:18,30.66,64.84,0.0,0.0,0.0
B827EB8E7DC3,2024-05-01,12:03:19,30.67,64.87,0.0,0.0,0.0
B827EB8E7DC3,2024-05-01,12:08:21,30.82,64.35,0.0,0.0,0.0
B827EB8E7DC3,2024-05-01,12:13:22,30.88,63.98,0.0,0.0,0.0
B827EB8E7DC3,2024-05-01,12:18:22,30.98,63.73,0.0,0.0,0.0
B827EB8E7DC3,2024-05-01,12:23:23,30.97,63.57,0.0,0.0,0.0
B827EB8E7DC3,2024-05-01,12:28:24,30.99,63.37,0.0,0.0,0.0
B827EB8E7DC3,2024-05-01,12:33:24,30.95,63.37,0.0,0.0,0.0
B827EB8E7DC3,2024-05-01,12:38:25,30.91,63.38,0.0,0.0,0.0
B827EB8E7DC3,2024-05-01,12:43:26,30.88,63.36,0.0,0.0,0.0
B827EB8E7DC3,2024-05-01,12:48:27,30.87,63.41,0.0,0.0,0.0
B827EB8E7DC3,2024-05-01,12:53:27,30.81,63.4,0.0,0.0,0.0
B827EB8E7DC3,2024-05-01,12:58:28,30.81,63.35,0.0,0.0,0.0
B827EB8E7DC3,2024-05-01,13:03:29,30.8,63.28,0.0,0.0,0.0
B827EB8E7DC3,2024-05-01,13:08:29,30.77,63.37,0.0,0.0,0.0
B827EB8E7DC3,2024-05-01,13:13:30,30.73,63.41,0.0,0.0,0.0
B827EB8E7DC3,2024-05-01,13:18:31,30.71,63.47,0.0,0.0,0.0
B827EB8E7DC3,2024-05-01,13:23:31,30.67,63.51,0.0,0.0,0.0
B827EB8E7DC3,2024-05-01,13:28:32,30.66,63.51,0.0,0.0,0.0
B827EB8E7DC3,2024-05-01,13:33:33,30.6,63.6,0.0,0.0,0.0
B827EB8E7DC3,2024-05-01,13:38:34,30.57,63.62,0.0,0.0,0.0
B827EB8E7DC3,2024-05-01,13:43:34,30.57,63.68,0.0,0.0,0.0
B827EB8E7DC3,2024-05-01,13:48:35,30.56,63.66,0.0,0.0,0.0
B827EB8E7DC3,2024-05-01,13:53:36,30.56,63.71,0.0,0.0,0.0
B827EB8E7DC3,2024-05-01,13:58:37,30.54,63.75,0.0,0.0,0.0
B827EB8E7DC3,2024-05-01,14:03:37,30.49,63.81,0.0,0.0,0.0
B827EB8E7DC3,2024-05-01,14:08:38,30.49,63.87,0.0,0.0,0.0
B827EB8E7DC3,2024-05-01,14:13:39,30.47,63.93,0.0,0.0,0.0
B827EB8E7DC3,2024-05-01,14:18:40,30.43,64.02,0.0,0.0,0.0
B827EB8E7DC3,2024-05-01,14:23:41,30.42,63.98,0.0,0.0,0.0
B827EB8E7DC3,2024-05-01,14:28:41,30.42,64.0,0.0,0.0,0.0
B827EB8E7DC3,2024-05-01,14:33:42,30.39,64.05,0.0,0.0,0.0
B827EB8E7DC3,2024-05-01,14:38:43,30.36,64.11,0.0,0.0,0.0
B827EB8E7DC3,2024-05-01,14:43:44,30.34,64.16,0.0,0.0,0.0
B827EB8E7DC3,2024-05-01,14:48:44,30.36,64.15,0.0,0.0,0.0
B827EB8E7DC3,2024-05-01,14:53:45,30.37,64.16,0.0,0.0,0.0
B827EB8E7DC3,2024-05-01,14:58:46,30.34,64.19,0.0,0.0,0.0
B827EB8E7DC3,2024-05-01,15:03:46,30.34,64.25,0.0,0.0,0.0
B827EB8E7DC3,2024-05-01,15:08:47,30.34,64.24,0.0,0.0,0.0
B827EB8E7DC3,2024-05-01,15:13:48,30.33,64.27,0.0,0.0,0.0
B827EB8E7DC3,2024-05-01,15:18:48,30.34,64.29,0.0,0.0,0.0
B827EB8E7DC3,2024-05-01,15:23:49,30.3,64.4,0.0,0.0,0.0
B827EB8E7DC3,2024-05-01,15:28:50,30.3,64.35,0.0,0.0,0.0
B827EB8E7DC3,2024-05-01,15:33:50,30.29,64.48,0.0,0.0,0.0
B827EB8E7DC3,2024-05-01,15:38:51,30.26,64.5,0.0,0.0,0.0
B827EB8E7DC3,2024-05-01,15:43:52,30.29,64.49,0.0,0.0,0.0
B827EB8E7DC3,2024-05-01,15:48:52,30.26,64.54,0.0,0.0,0.0
B827EB8E7DC3,2024-05-01,15:53:53,30.26,64.58,0.0,0.0,0.0
B827EB8E7DC3,2024-05-01,15:58:54,30.25,64.61,0.0,0.0,0.0
B827EB8E7DC3,2024-05-01,16:03:54,30.25,64.63,0.0,0.0,0.0
B827EB8E7DC3,2024-05-01,16:08:55,30.23,64.68,0.0,0.0,0.0
B827EB8E7DC3,2024-05-01,16:13:56,30.22,64.75,0.0,0.0,0.0
B827EB8E7DC3,2024-05-01,16:18:56,30.2,64.8,0.0,0.0,0.0
B827EB8E7DC3,2024-05-01,16:23:57,30.2,64.85,0.0,0.0,0.0
B827EB8E7DC3,2024-05-01,16:28:58,30.19,64.82,0.0,0.0,0.0
B827EB8E7DC3,2024-05-01,16:33:59,30.19,64.84,0.0,0.0,0.0
B827EB8E7DC3,2024-05-01,16:38:59,30.19,64.81,0.0,0.0,0.0
B827EB8E7DC3,2024-05-01,16:44:00,30.19,64.88,0.0,0.0,0.0
B827EB8E7DC3,2024-05-01,16:49:01,30.19,64.84,0.0,0.0,0.0
B827EB8E7DC3,2024-05-01,16:54:01,30.18,64.92,0.0,0.0,0.0
B827EB8E7DC3,2024-05-01,16:59:02,30.16,64.86,0.0,0.0,0.0
