device_id,date,time,temperature,RH,PM2.5,lat,lon
B827EB8E7DC3,2024-06-06,00:01:21,31.49,68.85,0.0,0.0,0.0
B827EB8E7DC3,2024-06-06,00:06:22,31.5,68.86,0.0,0.0,0.0
B827EB8E7DC3,2024-06-06,00:11:22,31.5,68.89,0.0,0.0,0.0
B827EB8E7DC3,2024-06-06,00:16:23,31.54,68.87,0.0,0.0,0.0
B827EB8E7DC3,2024-06-06,00:21:34,31.42,69.63,0.0,0.0,0.0
B827EB8E7DC3,2024-06-06,00:26:42,31.33,70.15,0.0,0.0,0.0
B827EB8E7DC3,2024-06-06,00:31:51,31.32,70.44,0.0,0.0,0.0
B827EB8E7DC3,2024-06-06,00:37:00,31.29,70.64,0.0,0.0,0.0
B827EB8E7DC3,2024-06-06,00:42:09,31.29,70.68,0.0,0.0,0.0
B827EB8E7DC3,2024-06-06,00:47:20,31.32,70.48,0.0,0.0,0.0
B827EB8E7DC3,2024-06-06,00:52:28,31.35,70.3,0.0,0.0,0.0
B827EB8E7DC3,2024-06-06,00:57:38,31.36,70.33,0.0,0.0,0.0
B827EB8E7DC3,2024-06-06,01:02:40,31.43,70.31,0.0,0.0,0.0
B827EB8E7DC3,2024-06-06,01:07:41,31.46,70.19,0.0,0.0,0.0
B827EB8E7DC3,2024-06-06,01:12:42,31.47,70.2,0.0,0.0,0.0
B827EB8E7DC3,2024-06-06,01:17:42,31.6,70.16,0.0,0.0,0.0
B827EB8E7DC3,2024-06-06,01:22:43,31.63,70.29,0.0,0.0,0.0
B827EB8E7DC3,2024-06-06,01:27:44,31.69,69.9,0.0,0.0,0.0
B827EB8E7DC3,2024-06-06,01:32:44,31.76,69.28,0.0,0.0,0.0
B827EB8E7DC3,2024-06-06,01:37:45,31.87,69.23,0.0,0.0,0.0
B827EB8E7DC3,2024-06-06,01:42:46,31.88,69.06,0.0,0.0,0.0
B827EB8E7DC3,2024-06-06,01:47:47,32.0,68.81,0.0,0.0,0.0
B827EB8E7DC3,2024-06-06,01:52:47,32.07,68.27,0.0,0.0,0.0
B827EB8E7DC3,2024-06-06,01:57:48,32.12,68.09,0.0,0.0,0.0
B827EB8E7DC3,2024-06-06,02:02:49,32.19,67.9,0.0,0.0,0.0
B827EB8E7DC3,2024-06-06,02:07:50,32.22,67.78,0.0,0.0,0.0
B827EB8E7DC3,2024-06-06,02:12:51,32.28,67.73,0.0,0.0,0.0
B827EB8E7DC3,2024-06-06,02:17:51,32.36,67.93,0.0,0.0,0.0
B827EB8E7DC3,2024-06-06,02:22:52,32.36,67.77,0.0,0.0,0.0
B827EB8E7DC3,2024-06-06,02:27:53,32.41,67.97,0.0,0.0,0.0
B827EB8E7DC3,2024-06-06,02:32:53,32.51,67.28,0.0,0.0,0.0
B827EB8E7DC3,2024-06-06,02:37:54,32.55,66.99,0.0,0.0,0.0
B827EB8E7DC3,2024-06-06,02:42:54,32.59,66.69,0.0,0.0,0.0
B827EB8E7DC3,2024-06-06,02:47:55,32.74,65.54,0.0,0.0,0.0
B827EB8E7DC3,2024-06-06,02:52:56,32.83,64.92,0.0,0.0,0.0
B827EB8E7DC3,2024-06-06,02:57:56,32.94,64.75,0.0,0.0,0.0
B827EB8E7DC3,2024-06-06,03:02:57,33.03,64.78,0.0,0.0,0.0
B827EB8E7DC3,2024-06-06,03:07:58,33.06,64.78,0.0,0.0,0.0
B827EB8E7DC3,2024-06-06,03:12:59,33.1,64.71,0.0,0.0,0.0
B827EB8E7DC3,2024-06-06,03:17:59,33.14,64.58,0.0,0.0,0.0
B827EB8E7DC3,2024-06-06,03:23:01,33.17,64.36,0.0,0.0,0.0
B827EB8E7DC3,2024-06-06,03:28:02,33.14,64.39,0.0,0.0,0.0
B827EB8E7DC3,2024-06-06,03:33:02,33.13,64.24,0.0,0.0,0.0
B827EB8E7DC3,2024-06-06,03:38:03,33.1,64.33,0.0,0.0,0.0
B827EB8E7DC3,2024-06-06,03:43:04,33.1,64.27,0.0,0.0,0.0
B827EB8E7DC3,2024-06-06,03:48:05,33.1,64.55,0.0,0.0,0.0
B827EB8E7DC3,2024-06-06,03:53:05,33.06,64.71,0.0,0.0,0.0
B827EB8E7DC3,2024-06-06,03:58:06,33.08,65.08,0.0,0.0,0.0
B827EB8E7DC3,2024-06-06,04:03:07,33.08,65.09,0.0,0.0,0.0
B827EB8E7DC3,2024-06-06,04:08:07,33.1,65.14,0.0,0.0,0.0
B827EB8E7DC3,2024-06-06,04:13:08,33.1,64.82,0.0,0.0,0.0
B827EB8E7DC3,2024-06-06,04:18:09,33.11,65.22,0.0,0.0,0.0
B827EB8E7DC3,2024-06-06,04:23:09,33.14,65.18,0.0,0.0,0.0
B827EB8E7DC3,2024-06-06,04:28:10,33.24,65.09,0.0,0.0,0.0
B827EB8E7DC3,2024-06-06,04:33:11,33.29,65.06,0.0,0.0,0.0
B827EB8E7DC3,2024-06-06,04:38:11,33.32,65.1,0.0,0.0,0.0
B827EB8E7DC3,2024-06-06,04:43:12,33.4,64.97,0.0,0.0,0.0
B827EB8E7DC3,2024-06-06,04:48:13,33.44,64.89,0.0,0.0,0.0
B827EB8E7DC3,2024-06-06,04:53:13,33.52,64.83,0.0,0.0,0.0
B827EB8E7DC3,2024-06-06,04:58:14,33.56,64.65,0.0,0.0,0.0
B827EB8E7DC3,2024-06-06,05:03:15,33.59,64.53,0.0,0.0,0.0
B827EB8E7DC3,2024-06-06,05:08:15,33.66,64.51,0.0,0.0,0.0
B827EB8E7DC3,2024-06-06,05:13:16,33.72,64.46,0.0,0.0,0.0
B827EB8E7DC3,2024-06-06,05:18:17,33.75,64.35,0.0,0.0,0.0
B827EB8E7DC3,2024-06-06,05:23:18,33.85,64.08,0.0,0.0,0.0
B827EB8E7DC3,2024-06-06,05:28:19,33.86,63.97,0.0,0.0,0.0
B827EB8E7DC3,2024-06-06,05:33:19,33.89,63.87,0.0,0.0,0.0
B827EB8E7DC3,2024-06-06,05:38:20,33.9,63.63,0.0,0.0,0.0
B827EB8E7DC3,2024-06-06,05:43:21,33.96,63.61,0.0,0.0,0.0
B827EB8E7DC3,2024-06-06,05:48:21,33.99,63.48,0.0,0.0,0.0
